Timestamp,X,Y,BTN_TOUCH,WIDTH_MAJOR,WIDTH_MINOR,ORIENTATION,PRESSURE,FINGER
0.0,2270,2754,DOWN,-420,-420,-420,-420,0
0.02062100000330247,2267,2755,HELD,-420,-420,-420,-420,0
0.02913500000431668,2261,2755,HELD,-420,-420,-420,-420,0
0.03736499999649823,2267,2755,UP,-420,-420,-420,-420,0
0.3979740000067977,2442,2684,DOWN,-420,-420,-420,-420,0
0.4048320000001695,2443,2683,HELD,-420,-420,-420,-420,0
0.4300760000041919,2446,2682,HELD,-420,-420,-420,-420,0
0.4382120000082068,2451,2681,HELD,-420,-420,-420,-420,0
0.44679200000246055,2446,2682,UP,-420,-420,-420,-420,0
0.7646269999968354,2342,2763,DOWN,-420,-420,-420,-420,0
0.7724270000035176,2446,2762,HELD,-420,-420,-420,-420,0
0.780746000004001,2342,2760,HELD,-420,-420,-420,-420,0
0.8056710000091698,2348,2758,HELD,-420,-420,-420,-420,0
0.8142660000012256,2342,2760,UP,-420,-420,-420,-420,0
1.5077909999963595,2416,1726,DOWN,-420,-420,-420,-420,0
1.5157929999986663,2415,2760,HELD,-420,-420,-420,-420,0
1.5325949999969453,2410,1726,HELD,-420,-420,-420,-420,0
1.5406119999970542,2407,1725,HELD,-420,-420,-420,-420,0
1.549100999996881,2402,1726,HELD,-420,-420,-420,-420,0
1.557308000003104,2398,1724,HELD,-420,-420,-420,-420,0
1.5658100000000559,2392,1726,HELD,-420,-420,-420,-420,0
1.5740030000015395,2387,1723,HELD,-420,-420,-420,-420,0
1.5825719999993453,2381,1722,HELD,-420,-420,-420,-420,0
1.5907070000102976,2350,1718,HELD,-420,-420,-420,-420,0
1.5992070000065723,2319,1716,HELD,-420,-420,-420,-420,0
1.6073960000067018,2292,1714,HELD,-420,-420,-420,-420,0
1.6159279999992577,2261,1715,HELD,-420,-420,-420,-420,0
1.6240970000071684,2228,1717,HELD,-420,-420,-420,-420,0
1.632803000000422,2187,1724,HELD,-420,-420,-420,-420,0
1.6408179999998538,2141,1730,HELD,-420,-420,-420,-420,0
1.6493090000003576,2084,1737,HELD,-420,-420,-420,-420,0
1.6575200000079349,2023,1748,HELD,-420,-420,-420,-420,0
