Timestamp,X,Y,BTN_TOUCH,WIDTH_MAJOR,ORIENTATION,PRESSURE,FINGER
0.0,2180,591,,-420,-420,-420,0
0.8355359999986831,2180,592,HELD,-420,-420,-420,0
0.9775420000005396,2180,594,HELD,-420,-420,-420,0
1.128164999998262,2180,598,HELD,-420,-420,-420,0
1.1361849999993865,2180,598,HELD,-420,-420,-420,0
1.1361849999993865,2480,3449,,-420,-420,-420,1
1.1447059999991325,2180,598,HELD,-420,-420,-420,0
1.1614649999974065,2485,3450,HELD,-420,-420,-420,0
1.1695980000004056,2489,598,HELD,-420,-420,-420,0
1.1781489999993937,2493,3451,HELD,-420,-420,-420,0
1.1863479999992703,2499,3452,HELD,-420,-420,-420,0
1.1948589999992691,2505,3453,HELD,-420,-420,-420,0
1.2030389999999898,2511,3454,HELD,-420,-420,-420,0
1.2116989999994985,2518,3455,HELD,-420,-420,-420,0
1.2198309999985213,2528,3456,HELD,-420,-420,-420,0
1.2283209999986866,2539,3455,HELD,-420,-420,-420,0
1.2365089999984775,2548,3457,HELD,-420,-420,-420,0
1.2450129999997444,2559,3455,HELD,-420,-420,-420,0
1.253207999998267,2568,3458,HELD,-420,-420,-420,0
1.261855999997351,2578,3455,HELD,-420,-420,-420,0
1.269931999999244,2588,3459,HELD,-420,-420,-420,0
1.2784819999978936,2597,3455,HELD,-420,-420,-420,0
1.2866670000003069,2605,3459,HELD,-420,-420,-420,0
1.2952970000005737,2613,3460,HELD,-420,-420,-420,0
1.303407999999763,2622,3459,HELD,-420,-420,-420,0
1.3118739999990794,2628,3460,HELD,-420,-420,-420,0
1.3201029999981984,2635,3461,HELD,-420,-420,-420,0
1.329105000000709,2640,601,HELD,-420,-420,-420,0
1.3368399999999383,2640,601,HELD,-420,-420,-420,0
1.3368399999999383,2645,3462,HELD,-420,-420,-420,1
1.3454419999980018,2650,601,HELD,-420,-420,-420,0
1.353541000000405,2654,601,HELD,-420,-420,-420,0
1.3620779999982917,2658,601,HELD,-420,-420,-420,0
1.3788639999984298,2664,601,HELD,-420,-420,-420,0
1.386981999999989,2667,601,HELD,-420,-420,-420,0
1.395552999998472,2668,3461,HELD,-420,-420,-420,0
1.4036769999984244,2670,601,HELD,-420,-420,-420,0
1.4203769999985525,2674,3459,HELD,-420,-420,-420,0
1.428979000000254,2670,605,HELD,-420,-420,-420,0
1.437155999999959,2670,605,HELD,-420,-420,-420,0
1.437155999999959,2676,3457,HELD,-420,-420,-420,1
1.4456819999977597,2675,3455,HELD,-420,-420,-420,0
1.453903999998147,2676,3453,HELD,-420,-420,-420,0
1.4623949999986507,2675,3451,HELD,-420,-420,-420,0
1.47074000000066,2676,3449,HELD,-420,-420,-420,0
1.4796219999989262,2677,609,HELD,-420,-420,-420,0
1.4872360000008484,2677,609,HELD,-420,-420,-420,0
1.4872360000008484,2678,3445,HELD,-420,-420,-420,1
1.4963059999972756,2677,612,HELD,-420,-420,-420,0
1.5040919999992184,2677,612,HELD,-420,-420,-420,0
1.5040919999992184,2678,3441,HELD,-420,-420,-420,1
1.5124959999993737,2679,3439,HELD,-420,-420,-420,0
1.5207789999985837,2680,3437,HELD,-420,-420,-420,0
1.5292539999973087,2681,3435,HELD,-420,-420,-420,0
1.537373999999545,2680,3433,HELD,-420,-420,-420,0
1.546011999998882,2680,3431,HELD,-420,-420,-420,0
1.554134999998496,2681,3428,HELD,-420,-420,-420,0
1.5625990000007732,2682,3423,HELD,-420,-420,-420,0
1.5712800000001153,2683,616,HELD,-420,-420,-420,0
1.579461999997875,2683,616,HELD,-420,-420,-420,0
1.579461999997875,2678,3417,HELD,-420,-420,-420,1
1.5875410000007832,2683,3413,HELD,-420,-420,-420,0
1.5965240000004997,2683,619,HELD,-420,-420,-420,0
1.6042659999984608,2683,619,HELD,-420,-420,-420,0
1.6042659999984608,2682,3406,HELD,-420,-420,-420,1
1.6128089999983786,2683,3402,HELD,-420,-420,-420,0
1.6209899999994375,2681,3399,HELD,-420,-420,-420,0
1.629507999998168,2680,3395,HELD,-420,-420,-420,0
1.6376539999982924,2681,3390,HELD,-420,-420,-420,0
1.6461999999992258,2679,3387,HELD,-420,-420,-420,0
1.6543799999999464,2681,3383,HELD,-420,-420,-420,0
1.662945000000036,2679,3381,HELD,-420,-420,-420,0
1.6711489999979676,2678,3378,HELD,-420,-420,-420,0
1.6796629999989818,2679,3376,HELD,-420,-420,-420,0
1.6878089999991062,2678,3373,HELD,-420,-420,-420,0
1.696288999999524,2677,3371,HELD,-420,-420,-420,0
1.7045560000005937,2676,3370,HELD,-420,-420,-420,0
1.7130839999990712,2677,3367,HELD,-420,-420,-420,0
1.721278999997594,2675,3365,HELD,-420,-420,-420,0
1.7297770000004675,2674,3362,HELD,-420,-420,-420,0
1.7379459999974642,2673,3360,HELD,-420,-420,-420,0
1.7464980000004289,2672,3359,HELD,-420,-420,-420,0
1.7632059999996272,2669,3356,HELD,-420,-420,-420,0
1.788178999999218,2664,3359,HELD,-420,-420,-420,0
1.796662999997352,2649,3357,HELD,-420,-420,-420,0
1.8047909999986589,2639,3359,HELD,-420,-420,-420,0
1.8133549999984095,2631,3362,HELD,-420,-420,-420,0
1.8214619999998831,2624,3364,HELD,-420,-420,-420,0
1.8303799999994224,2166,617,HELD,-420,-420,-420,0
1.838620999998966,2166,617,HELD,-420,-420,-420,0
1.838620999998966,2155,616,HELD,-420,-420,-420,1
1.8472519999995711,2166,617,HELD,-420,-420,-420,0
1.8472519999995711,2143,614,HELD,-420,-420,-420,1
1.8552619999973103,2166,617,HELD,-420,-420,-420,0
1.8552619999973103,2131,613,HELD,-420,-420,-420,1
1.8638189999983297,2166,617,HELD,-420,-420,-420,0
1.8638189999983297,2117,612,HELD,-420,-420,-420,1
1.8720109999994747,2166,617,HELD,-420,-420,-420,0
1.8720109999994747,2103,3381,HELD,-420,-420,-420,1
1.880645999997796,2166,617,HELD,-420,-420,-420,0
1.880645999997796,2088,3384,HELD,-420,-420,-420,1
1.888796999999613,2166,617,HELD,-420,-420,-420,0
1.888796999999613,2072,3386,HELD,-420,-420,-420,1
1.8973789999981816,2166,617,HELD,-420,-420,-420,0
1.8973789999981816,2055,3389,HELD,-420,-420,-420,1
1.9054639999994836,2166,617,HELD,-420,-420,-420,0
1.9054639999994836,2039,613,HELD,-420,-420,-420,1
1.9141359999994163,2166,617,HELD,-420,-420,-420,0
1.9141359999994163,2022,3393,HELD,-420,-420,-420,1
1.922363999998197,2166,617,HELD,-420,-420,-420,0
1.922363999998197,2005,615,HELD,-420,-420,-420,1
1.930915999997524,2166,617,HELD,-420,-420,-420,0
1.930915999997524,1989,616,HELD,-420,-420,-420,1
1.9389539999974656,2166,617,HELD,-420,-420,-420,0
1.9389539999974656,1972,618,HELD,-420,-420,-420,1
1.947502999999415,2166,617,HELD,-420,-420,-420,0
1.947502999999415,1957,619,HELD,-420,-420,-420,1
1.955359999999928,1942,621,HELD,-420,-420,-420,0
1.964249999997264,1942,621,HELD,-420,-420,-420,0
1.964249999997264,1928,623,HELD,-420,-420,-420,1
1.9723959999973888,1942,621,HELD,-420,-420,-420,0
1.9723959999973888,1914,624,HELD,-420,-420,-420,1
1.9812349999992875,1942,621,HELD,-420,-420,-420,0
1.9812349999992875,1901,626,HELD,-420,-420,-420,1
1.9891629999983709,1942,621,HELD,-420,-420,-420,0
1.9891629999983709,1888,627,HELD,-420,-420,-420,1
1.9972300000008545,1875,629,HELD,-420,-420,-420,0
2.005905999998504,1875,629,HELD,-420,-420,-420,0
2.005905999998504,1863,630,HELD,-420,-420,-420,1
2.0144059999984165,1875,629,HELD,-420,-420,-420,0
2.0144059999984165,1849,631,HELD,-420,-420,-420,1
2.022549999997864,1875,629,HELD,-420,-420,-420,0
2.022549999997864,1835,632,HELD,-420,-420,-420,1
2.0311469999978726,1875,629,HELD,-420,-420,-420,0
2.0311469999978726,1824,634,HELD,-420,-420,-420,1
2.039299000000028,1875,629,HELD,-420,-420,-420,0
2.039299000000028,1815,634,HELD,-420,-420,-420,1
2.047778000000108,1875,629,HELD,-420,-420,-420,0
2.047778000000108,1807,635,HELD,-420,-420,-420,1
2.055548000000272,1801,629,HELD,-420,-420,-420,0
2.064729999998235,1801,629,HELD,-420,-420,-420,0
2.064729999998235,1794,636,HELD,-420,-420,-420,1
2.072743000000628,1801,629,HELD,-420,-420,-420,0
2.072743000000628,1790,636,HELD,-420,-420,-420,1
2.080832999999984,1784,629,HELD,-420,-420,-420,0
2.089427999999316,1784,629,HELD,-420,-420,-420,0
2.089427999999316,1780,637,HELD,-420,-420,-420,1
2.097548999998253,1777,629,HELD,-420,-420,-420,0
2.1057029999974475,1777,629,HELD,-420,-420,-420,0
2.1057029999974475,2514,3400,HELD,-420,-420,-420,1
2.114689999998518,1773,636,HELD,-420,-420,-420,0
2.1228689999989,1773,636,HELD,-420,-420,-420,0
2.1228689999989,1770,3400,HELD,-420,-420,-420,1
2.131063999997423,1773,636,HELD,-420,-420,-420,0
2.131063999997423,2502,3399,HELD,-420,-420,-420,1
2.139149999999063,1768,635,HELD,-420,-420,-420,0
2.1482299999988754,1768,635,HELD,-420,-420,-420,0
2.1482299999988754,1766,3398,HELD,-420,-420,-420,1
2.156288999998651,1768,635,HELD,-420,-420,-420,0
2.156288999998651,1764,636,HELD,-420,-420,-420,1
2.16482299999916,1768,635,HELD,-420,-420,-420,0
2.16482299999916,1763,636,HELD,-420,-420,-420,1
2.172579999998561,1768,635,HELD,-420,-420,-420,0
2.172579999998561,2487,636,HELD,-420,-420,-420,1
2.189236999998684,2481,635,HELD,-420,-420,-420,0
2.1977379999989357,2476,635,HELD,-420,-420,-420,0
2.206396999998105,1759,3399,HELD,-420,-420,-420,0
2.2144509999998263,1759,3399,HELD,-420,-420,-420,0
2.2144509999998263,2462,3400,HELD,-420,-420,-420,1
2.2231549999996787,1753,3402,HELD,-420,-420,-420,0
2.2318840000007185,1753,3402,HELD,-420,-420,-420,0
2.2318840000007185,1750,635,HELD,-420,-420,-420,1
2.239879999997356,1753,3402,HELD,-420,-420,-420,0
2.239879999997356,1745,3406,HELD,-420,-420,-420,1
2.248379999997269,1753,3402,HELD,-420,-420,-420,0
2.248379999997269,1740,3409,HELD,-420,-420,-420,1
2.256569999997737,1753,3402,HELD,-420,-420,-420,0
2.256569999997737,1735,3411,HELD,-420,-420,-420,1
2.265081999998074,1753,3402,HELD,-420,-420,-420,0
2.265081999998074,1726,3414,HELD,-420,-420,-420,1
2.2733009999974456,1753,3402,HELD,-420,-420,-420,0
2.2733009999974456,1716,636,HELD,-420,-420,-420,1
2.281968999999662,1753,3402,HELD,-420,-420,-420,0
2.281968999999662,1704,637,HELD,-420,-420,-420,1
2.2899539999998524,1753,3402,HELD,-420,-420,-420,0
2.2899539999998524,1694,639,HELD,-420,-420,-420,1
2.29865399999835,1753,3402,HELD,-420,-420,-420,0
2.29865399999835,1684,641,HELD,-420,-420,-420,1
2.3067399999999907,1753,3402,HELD,-420,-420,-420,0
2.3067399999999907,1674,643,HELD,-420,-420,-420,1
2.315292999999656,1753,3402,HELD,-420,-420,-420,0
2.315292999999656,1666,645,HELD,-420,-420,-420,1
2.323419000000285,1753,3402,HELD,-420,-420,-420,0
2.323419000000285,1656,648,HELD,-420,-420,-420,1
2.33207499999844,1753,3402,HELD,-420,-420,-420,0
2.33207499999844,1648,651,HELD,-420,-420,-420,1
2.340118000000075,1753,3402,HELD,-420,-420,-420,0
2.340118000000075,1640,654,HELD,-420,-420,-420,1
2.348720999998477,1753,3402,HELD,-420,-420,-420,0
2.348720999998477,1633,657,HELD,-420,-420,-420,1
2.3568799999993644,1753,3402,HELD,-420,-420,-420,0
2.3568799999993644,1628,659,HELD,-420,-420,-420,1
2.365434999999706,1753,3402,HELD,-420,-420,-420,0
2.365434999999706,1623,662,HELD,-420,-420,-420,1
