Timestamp,X,Y,BTN_TOUCH,WIDTH_MAJOR,WIDTH_MINOR,ORIENTATION,PRESSURE,FINGER
0.0,1942,3208,,-420,-420,-420,-420,0
0.016724000000067463,1945,3211,HELD,-420,-420,-420,-420,0
0.02526999999918189,1948,3212,HELD,-420,-420,-420,-420,0
0.033458999999311345,1952,3214,HELD,-420,-420,-420,-420,0
0.042018999999527296,1955,3216,HELD,-420,-420,-420,-420,0
0.05018299999937881,1959,3218,HELD,-420,-420,-420,-420,0
0.05872399999952904,1963,3219,HELD,-420,-420,-420,-420,0
0.06693999999970401,1966,3222,HELD,-420,-420,-420,-420,0
0.07548299999962182,1968,3224,HELD,-420,-420,-420,-420,0
0.08364699999947334,1970,3228,HELD,-420,-420,-420,-420,0
0.0922019999998156,1972,3233,HELD,-420,-420,-420,-420,0
0.10037499999998545,1974,3238,HELD,-420,-420,-420,-420,0
0.10893099999975675,1975,3243,HELD,-420,-420,-420,-420,0
0.11711099999956787,1974,3247,HELD,-420,-420,-420,-420,0
0.12572399999953632,1976,3251,HELD,-420,-420,-420,-420,0
0.13383899999917048,1974,3255,HELD,-420,-420,-420,-420,0
0.1423929999991742,1976,3259,HELD,-420,-420,-420,-420,0
0.1505829999996422,1974,3262,HELD,-420,-420,-420,-420,0
0.1591419999995196,1976,3265,HELD,-420,-420,-420,-420,0
0.16732599999977538,1974,3268,HELD,-420,-420,-420,-420,0
0.17586799999935465,1976,3271,HELD,-420,-420,-420,-420,0
0.18404199999986304,1977,3276,HELD,-420,-420,-420,-420,0
0.19261699999970006,1978,3280,HELD,-420,-420,-420,-420,0
0.20077999999921303,1979,3287,HELD,-420,-420,-420,-420,0
0.2093299999996816,1980,3292,HELD,-420,-420,-420,-420,0
0.21750499999961903,1979,3298,HELD,-420,-420,-420,-420,0
0.22611499999948137,1980,3303,HELD,-420,-420,-420,-420,0
0.23425700000007055,1981,3308,HELD,-420,-420,-420,-420,0
0.24278999999933149,1980,3312,HELD,-420,-420,-420,-420,0
0.25098199999956705,1981,3315,HELD,-420,-420,-420,-420,0
0.2595179999998436,1980,3317,HELD,-420,-420,-420,-420,0
0.2676919999994425,1980,3320,HELD,-420,-420,-420,-420,0
0.27623399999993126,1980,3322,HELD,-420,-420,-420,-420,0
0.28443399999923713,1980,3325,HELD,-420,-420,-420,-420,0
0.29297700000006444,1980,3328,HELD,-420,-420,-420,-420,0
0.3012959999996383,1980,3330,HELD,-420,-420,-420,-420,0
0.3097189999998591,1980,3331,HELD,-420,-420,-420,-420,0
0.3179249999993772,1979,3334,HELD,-420,-420,-420,-420,0
0.326481999999487,1980,3337,HELD,-420,-420,-420,-420,0
0.33466299999963667,1978,3339,HELD,-420,-420,-420,-420,0
0.343206999999893,1977,3342,HELD,-420,-420,-420,-420,0
0.35137199999917357,1976,3343,HELD,-420,-420,-420,-420,0
0.35991199999989476,1974,3345,HELD,-420,-420,-420,-420,0
0.3680850000000646,1976,3346,HELD,-420,-420,-420,-420,0
0.38482699999985925,1972,3351,HELD,-420,-420,-420,-420,0
0.39336399999956484,1971,3353,HELD,-420,-420,-420,-420,0
0.40163200000006327,1970,3354,HELD,-420,-420,-420,-420,0
0.4182809999992969,1968,3356,HELD,-420,-420,-420,-420,0
0.42689399999926536,1967,3358,HELD,-420,-420,-420,-420,0
0.44357599999966624,1965,3359,HELD,-420,-420,-420,-420,0
0.45181899999988673,1964,3361,HELD,-420,-420,-420,-420,0
0.46032299999933457,1963,3362,HELD,-420,-420,-420,-420,0
0.47704499999963446,1964,3363,HELD,-420,-420,-420,-420,0
0.4937889999991967,1962,3364,HELD,-420,-420,-420,-420,0
0.5020609999992303,1961,3366,HELD,-420,-420,-420,-420,0
0.5105610000000524,1962,3369,HELD,-420,-420,-420,-420,0
0.5186669999993683,1960,3371,HELD,-420,-420,-420,-420,0
0.5272359999999026,1959,3373,HELD,-420,-420,-420,-420,0
0.5354129999996076,1958,3376,HELD,-420,-420,-420,-420,0
0.5439589999996315,1959,3378,HELD,-420,-420,-420,-420,0
0.5521599999992759,1957,3380,HELD,-420,-420,-420,-420,0
0.560751999999411,1956,3383,HELD,-420,-420,-420,-420,0
0.5688659999996162,1955,3385,HELD,-420,-420,-420,-420,0
0.5774169999995138,1954,3386,HELD,-420,-420,-420,-420,0
0.6023310000000492,1953,3388,HELD,-420,-420,-420,-420,0
0.6357909999996991,1951,3391,HELD,-420,-420,-420,-420,0
0.6443439999993643,1950,3392,HELD,-420,-420,-420,-420,0
0.6610860000000685,1948,3393,HELD,-420,-420,-420,-420,0
0.6692459999994753,1947,3395,HELD,-420,-420,-420,-420,0
0.6778089999997974,1945,3397,HELD,-420,-420,-420,-420,0
0.7027229999994233,1941,3399,HELD,-420,-420,-420,-420,0
0.7194489999992584,1945,3398,HELD,-420,-420,-420,-420,0
0.7363699999996243,1941,3396,HELD,-420,-420,-420,-420,0
0.7450679999992644,1935,3398,HELD,-420,-420,-420,-420,0
0.7530159999996613,1527,933,HELD,-420,-420,-420,-420,0
0.7619740000000093,1527,933,HELD,-420,-420,-420,-420,0
0.7619740000000093,1529,3397,,-420,-420,-420,-420,1
0.7696980000000622,1531,934,HELD,-420,-420,-420,-420,0
0.7786989999995058,1531,934,HELD,-420,-420,-420,-420,0
0.7786989999995058,1535,936,HELD,-420,-420,-420,-420,1
0.7864739999995436,1540,938,HELD,-420,-420,-420,-420,0
0.7950769999997647,1546,941,HELD,-420,-420,-420,-420,0
0.8036649999994552,1546,941,HELD,-420,-420,-420,-420,0
0.8036649999994552,1552,945,HELD,-420,-420,-420,-420,1
0.8118299999996452,1560,948,HELD,-420,-420,-420,-420,0
0.8199439999998503,1568,953,HELD,-420,-420,-420,-420,0
0.8290909999996074,1568,953,HELD,-420,-420,-420,-420,0
0.8290909999996074,1601,968,HELD,-420,-420,-420,-420,1
0.8366249999999127,1628,981,HELD,-420,-420,-420,-420,0
0.8452139999999417,1651,991,HELD,-420,-420,-420,-420,0
0.8539299999993091,1651,991,HELD,-420,-420,-420,-420,0
0.8539299999993091,1673,1001,HELD,-420,-420,-420,-420,1
0.8620609999998123,1692,1009,HELD,-420,-420,-420,-420,0
0.8702009999997244,1710,1017,HELD,-420,-420,-420,-420,0
0.8788159999994605,1727,1023,HELD,-420,-420,-420,-420,0
0.8873849999999948,1727,1023,HELD,-420,-420,-420,-420,0
0.8873849999999948,1742,1029,HELD,-420,-420,-420,-420,1
0.8955259999993359,1760,1035,HELD,-420,-420,-420,-420,0
0.9036689999993541,1776,1039,HELD,-420,-420,-420,-420,0
0.9123939999999493,1789,1042,HELD,-420,-420,-420,-420,0
0.9205179999999018,1800,1046,HELD,-420,-420,-420,-420,0
0.9289979999994102,1808,1049,HELD,-420,-420,-420,-420,0
0.9376239999992322,1808,1049,HELD,-420,-420,-420,-420,0
0.9376239999992322,1816,1053,HELD,-420,-420,-420,-420,1
0.9457349999993312,1823,1055,HELD,-420,-420,-420,-420,0
0.9538889999994353,1828,1058,HELD,-420,-420,-420,-420,0
0.9625749999995605,1834,1060,HELD,-420,-420,-420,-420,0
0.9712609999996857,1834,1060,HELD,-420,-420,-420,-420,0
0.9712609999996857,1839,1062,HELD,-420,-420,-420,-420,1
0.9792019999995318,1844,1065,HELD,-420,-420,-420,-420,0
0.9873869999992166,1849,1067,HELD,-420,-420,-420,-420,0
0.9959479999997711,1854,1069,HELD,-420,-420,-420,-420,0
1.0042219999995723,1858,1072,HELD,-420,-420,-420,-420,0
1.012721000000056,1863,1074,HELD,-420,-420,-420,-420,0
1.0208419999999023,1867,1076,HELD,-420,-420,-420,-420,0
1.0294029999995473,1871,1079,HELD,-420,-420,-420,-420,0
1.0375789999998233,1874,1081,HELD,-420,-420,-420,-420,0
1.0461529999993218,1876,1083,HELD,-420,-420,-420,-420,0
1.0543159999997442,1879,1085,HELD,-420,-420,-420,-420,0
1.0630509999991773,1882,1087,HELD,-420,-420,-420,-420,0
1.0712109999994937,1884,1089,HELD,-420,-420,-420,-420,0
1.079689999999573,1886,1091,HELD,-420,-420,-420,-420,0
1.0878199999997378,1888,1092,HELD,-420,-420,-420,-420,0
1.0963560000000143,1890,1093,HELD,-420,-420,-420,-420,0
1.1045829999993657,1891,1094,HELD,-420,-420,-420,-420,0
1.1130519999996977,1893,1096,HELD,-420,-420,-420,-420,0
1.1384609999995519,1893,1096,HELD,-420,-420,-420,-420,0
1.1384609999995519,1895,1097,HELD,-420,-420,-420,-420,1
1.1547160000000076,1896,1099,HELD,-420,-420,-420,-420,0
1.1632620000000315,1895,1100,HELD,-420,-420,-420,-420,0
1.1800579999999172,1896,1102,HELD,-420,-420,-420,-420,0
1.1881299999995463,1892,1103,HELD,-420,-420,-420,-420,0
