Timestamp,X,Y,BTN_TOUCH,WIDTH_MAJOR,ORIENTATION,PRESSURE,FINGER
0.0,2562,-420,,-420,-420,-420,0
0.0081749999999374,2550,572,HELD,-420,-420,-420,0
0.0167120000000977,2537,572,HELD,-420,-420,-420,0
0.0249069999999846,2522,572,HELD,-420,-420,-420,0
0.0334119999999984,2506,572,HELD,-420,-420,-420,0
0.0416589999999814,2490,573,HELD,-420,-420,-420,0
0.0501269999999749,2473,574,HELD,-420,-420,-420,0
0.058332000000064,2451,576,HELD,-420,-420,-420,0
0.066859999999906,2430,578,HELD,-420,-420,-420,0
0.0750219999999899,2412,579,HELD,-420,-420,-420,0
0.0835919999999532,2391,581,HELD,-420,-420,-420,0
0.0918369999999413,2370,580,HELD,-420,-420,-420,0
0.1002670000000307,2353,581,HELD,-420,-420,-420,0
0.1084499999999479,2335,580,HELD,-420,-420,-420,0
0.1170159999999214,2321,581,HELD,-420,-420,-420,0
0.125199000000066,2306,580,HELD,-420,-420,-420,0
0.133739000000105,2288,581,HELD,-420,-420,-420,0
0.141931999999997,2275,580,HELD,-420,-420,-420,0
0.1504339999999047,2261,581,HELD,-420,-420,-420,0
0.1586480000000847,2250,580,HELD,-420,-420,-420,0
0.1671599999999671,2239,582,HELD,-420,-420,-420,0
0.1754069999999501,2229,580,HELD,-420,-420,-420,0
0.1838470000000143,2218,582,HELD,-420,-420,-420,0
0.1920950000001084,2207,583,HELD,-420,-420,-420,0
0.2006320000000414,2198,582,HELD,-420,-420,-420,0
0.2087490000001253,2191,583,HELD,-420,-420,-420,0
0.2173000000000229,2181,584,HELD,-420,-420,-420,0
0.2254600000001119,2175,585,HELD,-420,-420,-420,0
0.2340260000000853,2167,584,HELD,-420,-420,-420,0
0.2421759999999722,2161,586,HELD,-420,-420,-420,0
0.2506929999999556,2154,587,HELD,-420,-420,-420,0
0.2588920000000598,2147,588,HELD,-420,-420,-420,0
0.2674150000000281,2142,587,HELD,-420,-420,-420,0
0.2755839999999807,2137,589,HELD,-420,-420,-420,0
0.2841200000000299,2134,590,HELD,-420,-420,-420,0
0.2923169999999118,2130,589,HELD,-420,-420,-420,0
0.3008340000001226,2125,591,HELD,-420,-420,-420,0
0.3090850000000955,2122,592,HELD,-420,-420,-420,0
0.3257470000000921,2118,593,HELD,-420,-420,-420,0
0.3424830000001293,2115,594,HELD,-420,-420,-420,0
0.3677440000001297,2116,595,HELD,-420,-420,-420,0
0.3759190000000671,2114,594,HELD,-420,-420,-420,0
0.4011940000000322,2116,594,HELD,-420,-420,-420,0
