Timestamp,X,Y,BTN_TOUCH,WIDTH_MAJOR,WIDTH_MINOR,ORIENTATION,PRESSURE,FINGER
0.0,941,-420,,-420,-420,-420,-420,0
0.02466300001833588,945,-420,HELD,-420,-420,-420,-420,0
0.0915380000078585,949,-420,HELD,-420,-420,-420,-420,0
0.15026799999759533,953,-420,HELD,-420,-420,-420,-420,0
0.40950700000394136,957,-420,HELD,-420,-420,-420,-420,0
0.42605599999660626,961,-420,HELD,-420,-420,-420,-420,0
0.4430220000213012,965,954,HELD,-420,-420,-420,-420,0
0.4513300000107847,967,954,HELD,-420,-420,-420,-420,0
0.4680389999994077,971,952,HELD,-420,-420,-420,-420,0
0.4762460000056308,973,951,HELD,-420,-420,-420,-420,0
0.48477800001273863,975,950,HELD,-420,-420,-420,-420,0
0.4929540000157431,977,949,HELD,-420,-420,-420,-420,0
0.5014979999978095,979,948,HELD,-420,-420,-420,-420,0
0.5097210000094492,981,947,HELD,-420,-420,-420,-420,0
0.5183079999987967,983,946,HELD,-420,-420,-420,-420,0
0.5263970000087284,985,945,HELD,-420,-420,-420,-420,0
0.5349510000087321,987,944,HELD,-420,-420,-420,-420,0
0.5431400000234134,989,943,HELD,-420,-420,-420,-420,0
0.5516690000076778,991,942,HELD,-420,-420,-420,-420,0
0.568371000001207,993,940,HELD,-420,-420,-420,-420,0
0.5852060000179335,995,938,HELD,-420,-420,-420,-420,0
0.6018370000238065,997,936,HELD,-420,-420,-420,-420,0
0.7103940000233706,995,933,HELD,-420,-420,-420,-420,0
0.7190930000215303,993,932,HELD,-420,-420,-420,-420,0
0.7270930000231601,991,931,HELD,-420,-420,-420,-420,0
0.7356390000204556,989,929,HELD,-420,-420,-420,-420,0
0.7524730000004638,985,927,HELD,-420,-420,-420,-420,0
0.7690650000004098,983,926,HELD,-420,-420,-420,-420,0
0.7858399999968242,982,927,HELD,-420,-420,-420,-420,0
0.8694700000050943,977,927,HELD,-420,-420,-420,-420,0
0.894339000020409,982,929,HELD,-420,-420,-420,-420,0
